Lunch_Rice_full,Lunch_Soup_,,Lunch_Main_Dish,Lunch_Main_Dish_Kcal,Lunch_Side_Dish_1,Lunch_Side_Dish_1_Kcal,Lunch_Side_Dish_2,Lunch_Side_Dish_2_Kcal,Lunch_Drink,Lunch_Drink_Kcal,Lunch_Kimchi,Lunch_Kimchi_Kcal,Lunch_side_Dish_3,Lunch_side_Dish_3_Kcal,Dinner_Rice,Dinner_Rice_Kcal,Dinner_Soup,Dinner_Soup_Kcal,Dinner_Main_Dish,Dinner_Main_Dish_Kcal,Dinner_Side_Dish_1,Dinner_Side_Dish_1_Kcal,Dinner_Side_Dish_2,Dinner_Side_Dish_2_Kcal,Dinner_Side_Dish_3,Dinner_Side_Dish_3_Kcal,Dinner_Drink,Dinner_Drink_Kcal,Dinner_Kimchi,Dinner_Kimchi_Kcal,,Lunch_Rice,Lunch_Rice_Kcal,,Lunch_Soup,Lunch_Soup_Kcal
,"호박된장국,180 kcal",,차돌박이숙주볶음,300 kcal,멸치호두볶음,180 kcal,시금치고추장무침,35,,,,,,,,,미소된장국,120,등뼈김치찜,400,모듬묵샐러드,150,,,수제피클/음료,50,,,,,,,,,호박된장국,180 kcal
,"소고기떡국,220 kcal",,레몬유린기,420 kcal,고구마튀김,220 kcal,오이소박이,25,,,,,,,,,꼬치어묵매운탕,180,까르보나라떡볶이,400,동태전,250,,,유채나물된장무침,30,,,,,,,,,소고기떡국,220 kcal
,"유부된장국,200 kcal",,짜장닭볶음,350 kcal,김치찐만두,200 kcal,돈나물유자청무침,30,,,,,,,,,손수제비국,400,해물까스*칠리소스,400,굴소스볶음밥/샐러드,350,,,양배추샐러드/귤,50,,,,,,,,,유부된장국,200 kcal
,"오리들깨탕,250 kcal",,칠리새우,450 kcal,비엔나컬리플라워조림,220 kcal,단무지/쨔샤이무침,25,,,,,,,,,순두부백탕*양념장,250,소고기낙지볶음,350,핫도그,350,,,마늘빵/주스,150,,,,,,,,,오리들깨탕,250 kcal
,"콩나물맑은국,120 kcal",,오리양념불고기*쌈무,350 kcal,시저샐러드,200 kcal,사과오이초무침,30,,,,,,,,,맑은버섯닭개장,180,마늘치킨,350,해물동그랑땡전,300,,,양배추샐러드/주스,50,,,,,,,,,콩나물맑은국,120 kcal
,"콩나물김칫국,120 kcal",,삼겹살수육&풋고추,350 kcal,동태전/새송이전,180 kcal,해파리냉채,30,,,,,,,,,아귀매운탕,250,파닭,350,샐러드파스타,180,,,구이김,10,,,,,,,,,콩나물김칫국,120 kcal
,"계란파국,220 kcal",,고추튀김,400 kcal,달래두부무침,100 kcal,쌈무/양파절임/부추겉절이,30,,,,,,,,,(New)장수제비,400,치킨샐러드,250,두부계란부침*양념,220,,,단무지/주스,50,,,,,,,,,계란파국,220 kcal
,"전주식콩나물해장국,320 kcal",,후르츠탕수육,450 kcal,야채계란말이,200 kcal,양파짱아찌,20,,,,,,,,,미니쌀국수,300,치즈함박스테이크,350,비빔만두,300,,,오이피클/과일,50,,,,,,,,,전주식콩나물해장국,320 kcal
,,,소고기브로컬리볶음,300 kcal,쫄면,250 kcal,호두견과류강정,180,,,,,,,,,감자양파국,150,통새우또띠아,250,명란계란찜,220,,,진미채무침,40,,,,,,,,,,
,,,고구마고로케,400 kcal,야채비빔만두,200 kcal,오이맛살초무침,35,,,,,,,,,옹심이국,350,훈제오리불고기,250,찐옥수수,150,,,무피클/사과주스,50,,,,,,,,,,
,,,치즈닭갈비,350 kcal,두부카프레제,150 kcal,오복지/찐햇감자,80,,,,,,,,,맑은버섯국,120,부추전,180,두부구이,220,,,홍시드레싱샐러드/음료,80,,,,,,,,,,
,,,LA갈비구이,400 kcal,버섯볶음,120 kcal,양배추쌈*젓장,35,,,,,,,,,순두부백탕,250,삼겹보쌈,400,비엔나야채볶음,250,,,치킨무/사과오이무침,50,,,,,,,,,,
,,,육전,350 kcal,사각어묵무침,150 kcal,고추잎나물,25,,,,,,,,,북어짬뽕국,500,미니떡갈비조림,250,햄치즈또띠아,350,,,파인애플주스,80,,,,,,,,,,
,,,바질페스토스파게티,350 kcal,상추쌈/고추/마늘,30 kcal,쨔샤이무침,20,,,,,,,,,미니쫄우동*맛살튀김,400,복주머니딤섬*장,250,순대볶음,300,,,상추파무침,25,,,,,,,,,,
,,,우엉불고기,300 kcal,콘샐러드,200 kcal,비름나물된장무침,30,,,,,,,,,,,해물전,250,신김치도토리묵,180,,,락교/오렌지,80,,,,,,,,,,
,,,오향장육,400 kcal,코다리조림,300 kcal,레몬미역초무침,25,,,,,,,,,옹심이국,,간장불고기,350,오이초무침,100,,,부추겉절이,30,,,,,,,,,,
,,,춘천닭갈비,300 kcal,도토리묵야채무침,120 kcal,도토리묵야채무침,60,,,,,,,,,맑은버섯국,,주꾸미삼겹살볶음,350,어묵잡채,200,,,무비트생채(초절이),30,,,,,,,,,,
,,,고구마치즈돈까스,450 kcal,돈육장조림,250 kcal,미역무침,20,,,,,,,,,순두부백탕,,해물파전,300,모듬소세지,350,,,오이무침/과일,50,,,,,,,,,,
,,,카레닭볶음,320 kcal,신김치도토리묵,120 kcal,송편/식혜/과일,150,,,,,,,,,북어짬뽕국,,해물까스,400,감자치즈구이,250,,,방울토마토/요플레,50,,,,,,,,,,
,,,수원왕갈비,400 kcal,흑임자연근샐러드,80 kcal,꽃상추겉절이,20,,,,,,,,,미니쫄우동*맛살튀김,,고추잡채&꽃빵,320,어묵무침,120,,,시저샐러드,150,,,,,,,,,,
,,,깻잎전,300 kcal,물만두,200 kcal,파스타샐러드,180,,,,,,,,,,,수제돈가스&소스,400,단호박계란찜,220,,,단무지/오렌지,50,,,,,,,,,,
,,,장어구이*소스,400 kcal,어묵꽈리볶음,150 kcal,야채스틱,20,,,,,,,,,,,계란떡볶이,300,흑임자곤약샐러드,150,,,또띠아견과칩/음료,150,,,,,,,,,,
,,,삼겹살더덕고추장구이,350 kcal,주꾸미야채무침,120 kcal,양파절임/부추생채,25,,,,,,,,,,,모듬버섯탕수육,250,버섯잡채,200,,,브로컬리*초장,35,,,,,,,,,,
,,,해물전,300 kcal,아삭고추무침,50 kcal,단무지/바나나,70,,,,,,,,,,,동파육,400,웨지감자,200,,,야채샐러드/과일,80,,,,,,,,,,
,,,히레카츠*소스,450 kcal,치킨샐러드,200 kcal,숙주나물무침,25,,,,,,,,,,,멘보샤*칠리S,400,두부커틀릿,220,,,단호박팥찜,100,,,,,,,,,,
,,,해물섞어찜,400 kcal,파프리카잡채,220 kcal,식혜,70,,,,,,,,,,,등갈비오븐구이,400,모듬소세지볶음,350,,,야채스틱*쌈장,50,,,,,,,,,,
,,,냉족발야채무침,350 kcal,사과고구마그라탱,250 kcal,무비트생채,25,,,,,,,,,,,메추리알치즈떡볶이,300,새송이고추장구이,180,,,찐옥수수/무피클,100,,,,,,,,,,
,,,떡갈비,320 kcal,모히토과일샐러드,80 kcal,수제피클/음료,50,,,,,,,,,,,닭불고기,350,감자범벅/양배추샐러드,200,,,부추생채/상추쌈,40,,,,,,,,,,
,,,바싹불고기*양파초절임,320 kcal,자반고등어구이,320 kcal,피클/방울토마토,25,,,,,,,,,,,묵은지닭찜,350,매쉬드포테이토,250,,,콩조림,80,,,,,,,,,,
,,,생선까스*타르,450 kcal,비엔나컬리플라워볶음,220 kcal,실곤약흑임자무침,40,,,,,,,,,,,미트볼피망볶음,250,감자범벅/피클,200,,,또띠아칩/음료,150,,,,,,,,,,
,,,야채비빔만두,300 kcal,갈치무조림,320 kcal,아몬드멸치볶음/과일,90,,,,,,,,,,,팽이장국,50,맛살전,250,,,감자튀김/무피클,120,,,,,,,,,,
,,,해물부추전,300 kcal,양장피,250 kcal,군고구마/과일,120,,,,,,,,,,,삼치튀김*데리야끼,300,도토리묵야채무침,120,,,아오리사과,60,,,,,,,,,,
,,,오삼불고기,320 kcal,갈비만두,220 kcal,비트무생채/요플레,60,,,,,,,,,,,돈육고구마강정,350,김말이&만두튀김,350,,,치킨무,25,,,,,,,,,,
,,,양파링카레튀김,400 kcal,연두부*장,100 kcal,유채겉절이,30,,,,,,,,,,,생야채*쌈짱,60,떡꼬지,150,,,양상추샐러드,50,,,,,,,,,,
,,,매운돈갈비찜,400 kcal,미트볼조림,220 kcal,가래떡츄러스,150,,,,,,,,,,,더덕고추장불고기,350,자기개발의날,0,,,멸치볶음,90,,,,,,,,,,
,,,홍어미나리초무침,280 kcal,쇠고기두부찜,250 kcal,연두부*장,50,,,,,,,,,,,오징어어묵무침,120,모짜렐라핫도그,350,,,꽃맛살샐러드,50,,,,,,,,,,
,,,부추고추전*간장,300 kcal,감자범벅,200 kcal,락교,20,,,,,,,,,,,통마늘너비아니조림,350,가자미양념찜,280,,,단배추겉절이,25,,,,,,,,,,
,,,오징어초무침,280 kcal,또띠아칩,250 kcal,명이절임/부추생채,30,,,,,,,,,,,비프스파게티,350,단호박*팥찜,220,,,김자반,50,,,,,,,,,,
,,,쭈꾸미삼겹고추장볶음,320 kcal,해물콩나물찜,250 kcal,수제피클,20,,,,,,,,,,,소고기메추리알장조림,350,치즈함박스테이크,400,,,아삭고추된장무침,25,,,,,,,,,,
,,,열기어구이,350 kcal,두부커틀릿,220 kcal,치커리사과유자청무침,35,,,,,,,,,,,칠리미트볼조림,250,브로컬리맛살볶음,180,,,도라지오이무침,35,,,,,,,,,,
,,,해물잡채,320 kcal,비엔나감자조림,220 kcal,시금치초무침,30,,,,,,,,,,,고구마떡볶이,300,콘치즈오븐구이,250,,,브로콜리*초장,35,,,,,,,,,,
,,,수제돈가스*소스,450 kcal,애호박전,180 kcal,미역오이초무침,25,,,,,,,,,,,삼겹살야채비빔면,350,바나나,100,,,무우짱아찌,15,,,,,,,,,,
,,,양장피,320 kcal,콘치즈오븐구이,250 kcal,세발나물생채,25,,,,,,,,,,,돈육두릅장조림,300,쫑상추무침,120,,,락교/과일,50,,,,,,,,,,
,,,깻잎통닭*치킨소스,450 kcal,깐풍두부,200 kcal,오이무침/귤,35,,,,,,,,,,,달래새우전,250,모듬튀김,200,,,부추생채/쌈무,40,,,,,,,,,,
,,,만가닥버섯불고기,280 kcal,모듬묵흑임자샐러드,80 kcal,보름나물,30,,,,,,,,,,,오리훈제마늘볶음,300,감자비엔나볶음,250,,,사과푸딩,150,,,,,,,,,,
,,,삼겹살수육,350 kcal,어묵꽈리고추조림,150 kcal,또띠아칩,150,,,,,,,,,,,오삼불고기,350,감자튀김*케찹,200,,,모듬묵*장,50,,,,,,,,,,
,,,후라이드*강정소스,450 kcal,모듬묵*장,120 kcal,호박채나물,30,,,,,,,,,,,꽃삼겹김치찜,400,치킨퀘사디야,400,,,무말랭이,35,,,,,,,,,,
,,,새우까스*소스,450 kcal,꼬들단무지무침,50 kcal,치커리만다린무침,35,,,,,,,,,,,매운돈갈비찜,400,숙주미나리잡채,200,,,물미역초무침,30,,,,,,,,,,
,,,오리대패불고기,350 kcal,애기새송이버섯볶음,120 kcal,치킨무/돌나물무침,40,,,,,,,,,,,로제찜닭*마늘빵,400,만두튀김,300,,,장아찌/피크닉,50,,,,,,,,,,
,,,돈갈비찜,400 kcal,가지완자튀김,220 kcal,브로컬리,40,,,,,,,,,,,갈릭파닭,350,어묵피망볶음,200,,,연근샐러드,50,,,,,,,,,,
,,,쭈삼불고기,320 kcal,야채스틱,50 kcal,아삭고추쌈장무침,25,,,,,,,,,,,조기구이,280,만두찜,300,,,귤/음료,80,,,,,,,,,,
,,,닭다리바베큐오븐구이,350 kcal,브로컬리,30 kcal,고춧잎볶음,25,,,,,,,,,,,새우로제파스타,350,오징어초무침,120,,,파채*소스/쌈무,50,,,,,,,,,,
,,,생선까스&소스,450 kcal,햄계란말이,220 kcal,고추장고구마순무침,50,,,,,,,,,,,닭윙강정튀김,350,해물겨자냉채,220,,,참나물겉절이,30,,,,,,,,,,
,,,매운쇠고기버섯볶음,320 kcal,봄동전*양념,200 kcal,미역초무침,25,,,,,,,,,,,물만두탕수*소스,300,나초콥샐러드,200,,,애호박새우젓볶음,50,,,,,,,,,,
,,,오징어볶음&소면사리,350 kcal,김치고기전,220 kcal,참나물생채무침,30,,,,,,,,,,,춘장돈육볶음,350,토마토시금치달걀볶음,220,,,봄동쌈,40,,,,,,,,,,
,,,바베큐폭립,400 kcal,오이&당근*쌈장,50 kcal,배추깻잎*쌈장,40,,,,,,,,,,,매운등뼈조림,400,오징어야채무침,250,,,오이무피클,15,,,,,,,,,,
,,,살살치킨&칠리소스,450 kcal,백김치,20 kcal,치커리오이무침,35,,,,,,,,,,,고구마까스*소스,220,김말이강정,300,,,시금치샐러드,50,,,,,,,,,,
,,,매콤해물볶음,320 kcal,시금치부침개,150 kcal,부추무침/살구복숭아주스,50,,,,,,,,,,,고추튀김,100,생선가스,400,,,생파김치,20,,,,,,,,,,
,,,콩나물두루치기,300 kcal,오렌지자몽샐러드,80 kcal,간장깻잎지/음료,40,,,,,,,,,,,닭가슴살겨자무침,200,쇠고기두부찜,350,,,미나리나물무침,30,,,,,,,,,,
,,,카레닭찜,320 kcal,참치야채샐러드,100 kcal,유채나물무침,30,,,,,,,,,,,갈치튀김,300,고구마맛탕,220,,,키위그린샐러드,80,,,,,,,,,,
,,,적어구이&양념장,350 kcal,주꾸미세비체샐러드,120 kcal,짜요짜요,150,,,,,,,,,,,코코넛새우튀김,350,미니햄버거,350,,,오이쑥갓겉절이,30,,,,,,,,,,
,,,돈사태김치찜,400 kcal,해물잡채,220 kcal,참나물땅콩가루무침,60,,,,,,,,,,,구슬떡볶이,300,맛살냉채,180,,,낙지젓무침,50,,,,,,,,,,
,,,(New)궁보계정,350 kcal,연어스테이크,350 kcal,비트무피클,25,,,,,,,,,,,깐쇼새우,350,명태조림,280,,,참나물들깨무침,40,,,,,,,,,,
,,,마파두부,300 kcal,꼬막미나리초무침,150 kcal,양배추,20,,,,,,,,,,,채소튀김*장,250,닭살겨자채,220,,,고등어(국내산),250,,,,,,,,,,
,,,대패삽겹숙주볶음,350 kcal,황태포무침,120 kcal,가지나물무침,40,,,,,,,,,,,쌈추전*간장,180,야채쫄면무침,200,,,파김치,30,,,,,,,,,,
,,,생선까스*소스,450 kcal,연어훈제샐러드,150 kcal,자몽에이드,100,,,,,,,,,,,닭카레볶음,350,비엔나감자조림,250,,,하루야채주스,80,,,,,,,,,,
,,,짜장소스,150 kcal,모듬소세지버섯구이,320 kcal,문어오이미역초무침,50,,,,,,,,,,,해물누룽지,400,고등어구이,280,,,무피클/요구르트,50,,,,,,,,,,
,,,수육*새우젓*쌈장,350 kcal,브로콜리새송이메추리알조림,120 kcal,양파호박채나물,30,,,,,,,,,,,생선까스*타르타르소스,400,버섯들깨나물,180,,,베리베리퐁당요플레,120,,,,,,,,,,
,,,수완왕갈비맛통닭,450 kcal,황태채마늘쫑무침,120 kcal,오이무초무침,25,,,,,,,,,,,열무비빔국수,250,수제고로케,350,,,바게뜨,150,,,,,,,,,,
,,,(New)수제어묵소세지핫도그,420 kcal,춘권튀김*칠리드레질,220 kcal,콩나물부추무침,35,,,,,,,,,,,매운사태찜,400,물파래전,250,,,무채유자무침,25,,,,,,,,,,
,,,오리고추장불고기,350 kcal,곰취,50 kcal,꼬시래기무초무침,20,,,,,,,,,,,갈치무조림,330,또띠아피자,400,,,청경채김치,30,,,,,,,,,,
,,,목살찹스테이크,350 kcal,견과류연근조림,180 kcal,통오이고추무침,25,,,,,,,,,,,섭산적고추장구이,350,해물동그랑땡,300,,,멸치견과류볶음,90,,,,,,,,,,
,,,(New)고추마요치킨,420 kcal,크레미계란말이,200 kcal,새송이*가지구이/양념,50,,,,,,,,,,,사골파국,50,브로컬리새우전,250,,,오징어젓갈무침,50,,,,,,,,,,
,,,콩나물파채불고기,300 kcal,두부참치조림,180 kcal,호박숙*양념장,40,,,,,,,,,,,오징어불고기,250,마늘빵/감자튀김,250,,,오이소박이,20,,,,,,,,,,
,,,닭다리살스테이크,350 kcal,오징어링,150 kcal,감자채볶음,60,,,,,,,,,,,알리오올리오파스타,350,고구마샐러드,180,,,청포묵야채무침,35,,,,,,,,,,
,,,매운소불고기,320 kcal,골뱅이야채무침,250 kcal,고추장누들떡볶이,250,,,,,,,,,,,꽁치양파조림,330,양배추샐러드/모닝빵,180,,,짜사이채무침,40,,,,,,,,,,
,,,두부강정,300 kcal,야채스틱*견과쌈장,80 kcal,꽈리고추찹쌀무침,40,,,,,,,,,,,춘천닭갈비,350,매생이전,250,,,꿔바로우탕수육*소스,300,,,,,,,,,,
,,,바베큐장각오븐구이,400 kcal,블랙페퍼쉬림프,220 kcal,명엽채볶음,50,,,,,,,,,,,고구마치즈돈까스,400,고추,20,,,숙주미나리무침,30,,,,,,,,,,
,,,(New)하와이언치즈함박스테이크,350 kcal,비빔메밀면,250 kcal,견과류멸치볶음,90,,,,,,,,,,,샤워크림새우,350,시금치프리타타,220,,,짠지오이무침,15,,,,,,,,,,
,,,장어고추장양념구이,400 kcal,만두탕수육,250 kcal,청경채만다린생채,35,,,,,,,,,,,등심찹쌀꿔바로우,400,연근튀김*칠리소스,220,,,쫑상추새콤무침,25,,,,,,,,,,
,,,(New)해물보쌈&채소숙회,350 kcal,두릅소고기샐러드,120 kcal,모듬야채쌈,40,,,,,,,,,,,매운떡볶이,300,개성감자만두,300,,,섬초무침,30,,,,,,,,,,
,,,돈갈비양념구이,400 kcal,야채고로케,200 kcal,매실짱아찌,20,,,,,,,,,,,비빔채소만두,200,짜샤이볶음,150,,,취나물무침,30,,,,,,,,,,
,,,갈릭순살치킨,420 kcal,맛살떡샐러드,80 kcal,깻잎순무침,30,,,,,,,,,,,묵은지닭볶음탕,350,쫄면비빔만두,300,,,브로컬리초회,35,,,,,,,,,,
,,,쭈꾸미삼겹살볶음,320 kcal,토마토프리타타,150 kcal,고구마순볶음,50,,,,,,,,,,,돈육고추장불고기,350,건파래볶음,150,,,오이선,20,,,,,,,,,,
,,,치킨까스&소스,450 kcal,모듬어묵볶음,150 kcal,과일요거트샐러드,120,,,,,,,,,,,삼치엿장구이,280,수수부꾸미,250,,,사과오이생채,30,,,,,,,,,,
,,,(New)연어스테이크,350 kcal,메밀전병*간장,200 kcal,감자채파프리카볶음,60,,,,,,,,,,,고추잡채,320,달래오이생채,120,,,배/,60,,,,,,,,,,
,,,된장찌개,200 kcal,어묵잡채,150 kcal,양배추숙쌈&쌈장,35,,,,,,,,,,,숯불양념꼬치어묵,150,간장계란장,220,,,치커리깨소스무침,25,,,,,,,,,,
,,,묵은지닭볶음탕,320 kcal,콩나물맛살냉채,100 kcal,통들깨부추무침,60,,,,,,,,,,,비빔칼국수,300,콘치즈구이,250,,,김구이*양념장,15,,,,,,,,,,
,,,고기완자전,300 kcal,채소스틱&쌈장,50 kcal,도라지오이초무침,30,,,,,,,,,,,치킨까스*소스,400,쇠고기:국산,350,,,매운콩나물무침,40,,,,,,,,,,
,,,(New)짜파치킨,420 kcal,건새우호박채전,180 kcal,무채와사비무침/콩자반,60,,,,,,,,,,,언양식바싹불고기,350,한식잡채,200,,,상추부추무침,30,,,,,,,,,,
,,,대패삼겹살볶음,350 kcal,쌈채소&쌈장,50 kcal,숙주미나리무침,35,,,,,,,,,,,돈육가지두반장볶음,300,과일플레인샐러드,150,,,감자채볶음,90,,,,,,,,,,
,,,찰떡떡갈비조림,320 kcal,만두찜*간장,200 kcal,깍둑오이초무침,25,,,,,,,,,,,아쿠아돈까스,400,오렌지,80,,,부추오리엔탈무침,35,,,,,,,,,,
,,,수제탕수육,450 kcal,두부커틀렛*칠리,220 kcal,모둠채소무침,40,,,,,,,,,,,제육간장불고기,350,꽁치감자조림,280,,,꽈배기도너츠/요구르트,200,,,,,,,,,,
,,,매운족발볶음,400 kcal,도토리묵*양념간장,120 kcal,브로콜리숙회*초장,40,,,,,,,,,,,가자미엿장구이,280,두부카프레제샐러드,220,,,치커리배생채,30,,,,,,,,,,
,,,골뱅이채소무침,280 kcal,가지찜,120 kcal,치킨무/콘슬로우,50,,,,,,,,,,,새우까스*소스,400,녹두빈대떡,250,,,무나물들깨볶음,40,,,,,,,,,,
,,,오리주물럭,350 kcal,호박새우젓볶음,150 kcal,꽈리고추감자조림,70,,,,,,,,,,,우불고기,350,사과양상추샐러드,150,,,,,,,,,,,,,,
,,,알리오올리오파스타,350 kcal,두부맛전,200 kcal,풋고추/마늘*새우젓,30,,,,,,,,,,,궁중떡볶이,300,김치미나리전,250,,,,,,,,,,,,,,
,,,New)요거닭,420 kcal,실곤약냉채,50 kcal,브로콜리깨소스무침,60,,,,,,,,,,,오징어채소볶음,250,자몽샐러드,100,,,,,,,,,,,,,,
,,,쇠고기당면볶음,320 kcal,토마토스크램블,150 kcal,마늘종숙회,40,,,,,,,,,,,닭간장볶음,350,옥수수볼맛탕,200,,,,,,,,,,,,,,
,,,제육고추장불고기,320 kcal,가자미엿장구이,300 kcal,삼색콜리*초고추장,50,,,,,,,,,,,소고기계란장조림,300,그린빈베이컨볶음,220,,,,,,,,,,,,,,
,,,(New)버터치킨카레소스,450 kcal,모둠쌈*쌈장,50 kcal,오이양파무침,30,,,,,,,,,,,갈치카레구이,330,그린요거트샐러드,150,,,,,,,,,,,,,,
,,,돼지간장불고기,320 kcal,미나리초무침,50 kcal,파프리카해초무침,30,,,,,,,,,,,오징어순대,250,야채부케*쌈장,120,,,,,,,,,,,,,,
,,,닭간장조림,300 kcal,어묵고추장떡,150 kcal,유부채소겨자냉채,50,,,,,,,,,,,가래떡오븐구이,220,스팸,350,,,,,,,,,,,,,,
,,,팽이장국,200 kcal,골뱅이채소무침,250 kcal,근대나물,30,,,,,,,,,,,등심찹쌀꿔바로우,400,삼치데리야끼,280,,,,,,,,,,,,,,
,,,(New)교촌윙,450 kcal,오징어튀김*초간장,250 kcal,더덕무침,30,,,,,,,,,,,고등어김치찜,330,꼬치어묵떡볶이,300,,,,,,,,,,,,,,
,,,삼겹살김치볶음,320 kcal,꽈리고추메추리알조림,120 kcal,청경채깨장나물,35,,,,,,,,,,,코코뱅,400,두부/김치볶음,220,,,,,,,,,,,,,,
,,,훈제오리마늘볶음,350 kcal,분홍소시지전/새송이전,220 kcal,참나물두부무침,60,,,,,,,,,,,돈육김치볶음,300,계란장조림,220,,,,,,,,,,,,,,
,,,(New)캔꽁치튀김,450 kcal,아귀순살찜,250 kcal,부추와사비무침,40,,,,,,,,,,,고추튀김*장,100,돈채호박볶음,200,,,,,,,,,,,,,,
,,,해물완자전,350 kcal,해파리무침,80 kcal,상추무침*양념장,30,,,,,,,,,,,시래기삼치조림,280,루꼴라샐러드,150,,,,,,,,,,,,,,
,,,(New)탄두리치킨,450 kcal,양배추/케일숙쌈*양념간장,50 kcal,고구마순무침,50,,,,,,,,,,,돈사태떡찜,400,수제어묵볶음,200,,,,,,,,,,,,,,
,,,수제돈까스&소스,450 kcal,타꼬야끼,220 kcal,검은깨올방개묵무침,60,,,,,,,,,,,닭간장조림,350,계란후라이,90,,,,,,,,,,,,,,
,,,하와이언함박스테이크,350 kcal,부들어묵볶음,150 kcal,더덕오이생채,30,,,,,,,,,,,등심돈까스,400,새우미역초무침,120,,,,,,,,,,,,,,
,,,(New)국물쪼리닭,320 kcal,브로콜리버섯볶음,120 kcal,삼색유자청무침,35,,,,,,,,,,,대패삼겹숙주볶음,350,가자미구이,280,,,,,,,,,,,,,,
,,,봉추찜닭,350 kcal,단호박/김말이튀김,220 kcal,노각생채,25,,,,,,,,,,,삼치구이*데리야끼소스,280,어묵잡채볶음,200,,,,,,,,,,,,,,
,,,돈육도라지고추장볶음,320 kcal,채소계란말이,200 kcal,가지고추장무침,40,,,,,,,,,,,김말이강정,250,깻잎전,250,,,,,,,,,,,,,,
,,,꽁치한마리레몬구이,350 kcal,갈릭버섯탕수,220 kcal,호박채나물볶음,40,,,,,,,,,,,고르곤졸라피자,350,비타민흑임자샐러드,150,,,,,,,,,,,,,,
,,,매운소고기낙지볶음,320 kcal,모둠쌈*씨앗쌈장,50 kcal,부추샐러드*오리엔탈,80,,,,,,,,,,,제육춘장볶음,350,샐러리샐러드,150,,,,,,,,,,,,,,
,,,(New)허니순살치킨,420 kcal,버섯메추리알장조림,150 kcal,쫄면채소무침,180,,,,,,,,,,,가지탕수,250,김치고기전,250,,,,,,,,,,,,,,
,,,돈육두루치기,320 kcal,김치빈대떡,200 kcal,양배추숙쌈,20,,,,,,,,,,,스태프핫도그,300,회오리감자,200,,,,,,,,,,,,,,
,,,고등어구이*와사비장,350 kcal,한식잡채,220 kcal,취나물쌈장무침,35,,,,,,,,,,,쇠고기육전,300,감자프리타타,220,,,,,,,,,,,,,,
,,,삼겹살김치찜,400 kcal,코다리강정,250 kcal,와사비무쌈,40,,,,,,,,,,,순대채소볶음,250,야채스틱/부추무침,120,,,,,,,,,,,,,,
,,,수제함박스테이크,350 kcal,삼색만두채소무침,150 kcal,미나리초장무침,30,,,,,,,,,,,주꾸미채소볶음,250,실곤약야채무침,100,,,,,,,,,,,,,,
,,,요거닭,420 kcal,(New)수제오미산적,250 kcal,미트볼채소볶음,120,,,,,,,,,,,돈까스김치나베,400,햄계란말이,250,,,,,,,,,,,,,,
,,,교촌간장치킨,450 kcal,치킨핑거,350 kcal,할라피뇨채소피클,25,,,,,,,,,,,순살닭강정,350,양상추메추리알샐러드,150,,,,,,,,,,,,,,
,,,,,마카로니치즈범벅,350 kcal,건새우호박볶음,70,,,,,,,,,,,자반고등어찜,330,동태포전,250,,,,,,,,,,,,,,
,,,,,군만두*장,200 kcal,통도라지고추장구이,50,,,,,,,,,,,백종원의사라다빵,250,옥수수콘치즈,250,,,,,,,,,,,,,,
,,,,,매콤볼어묵볶음,150 kcal,부추고추장무침,35,,,,,,,,,,,자장소스,50,고갈비구이,280,,,,,,,,,,,,,,
,,,,,콩나물볶음,80 kcal,감자조림,70,,,,,,,,,,,우불고기볶음,350,김말이,300,,,,,,,,,,,,,,
,,,,,순대채소볶음,180 kcal,파프리카감자채볶음,60,,,,,,,,,,,퀘사디아,400,섭산적표고굴소스볶음,250,,,,,,,,,,,,,,
,,,,,(New)빠네파스타,350 kcal,시금치고추장나물,35,,,,,,,,,,,꽁채캔김치조림,330,새송이버섯장조림,180,,,,,,,,,,,,,,
,,,,,채소탕수(연근/브로콜리/단호박),220 kcal,청양부추전,80,,,,,,,,,,,몽골식돈육볶음&꽃빵,350,쇠고기우엉볶음,220,,,,,,,,,,,,,,
,,,,,비엔나떡조림,220 kcal,도라지나물볶음,50,,,,,,,,,,,채소볶음우동,400,부들어묵볶음,200,,,,,,,,,,,,,,
,,,,,주꾸미브로콜리숙회,120 kcal,브로콜리쌈장무침,40,,,,,,,,,,,방어양념장구이,350,오징어땅콩조림,220,,,,,,,,,,,,,,
,,,,,김말이강정,250 kcal,쌈추/와사비무쌈*쌈장,40,,,,,,,,,,,목살스테이크,400,볼어묵고추장볶음,200,,,,,,,,,,,,,,
,,,,,고구마순볶음,180 kcal,연근유자피클,40,,,,,,,,,,,수제부들어묵잡채튀김,250,미역줄기볶음,120,,,,,,,,,,,,,,
,,,,,꽁치캔김치조림,320 kcal,토마토계란볶음,80,,,,,,,,,,,돈수육*쌈장,400,군만두*초간장,300,,,,,,,,,,,,,,
,,,,,춘권튀김*칠리소스,220 kcal,버섯잡채,70,,,,,,,,,,,아롱사태샐러드*들깨소스,250,감자채파프리카볶음,250,,,,,,,,,,,,,,
,,,,,고추장누들떡볶이,300 kcal,브로콜리숙회,40,,,,,,,,,,,묵은지삼겹살찜,400,소떡소떡,220,,,,,,,,,,,,,,
,,,,,버섯초무침,120 kcal,유부채소겨자무침,50,,,,,,,,,,,단호박치즈해물찜,250,김계란말이,250,,,,,,,,,,,,,,
