Date,Day,Total_Emp,Actual_Emp,Leave_Emp,Trip_Emp,OT_Approved,Remote_Emp,Lunch_Menu,Dinner_Menu,Lunch_Count,Dinner_Count,Holiday,Month,Date.1,Season,Lunch_Rice,Lunch_Soup,Lunch_Main_Dish,Lunch_Side_Dish_1,Lunch_Side_Dish_2,Lunch_Drink,Lunch_Kimchi,Lunch_side_Dish_3,Dinner_Rice,Dinner_Soup,Dinner_Main_Dish,Dinner_Side_Dish_1,Dinner_Side_Dish_2,Dinner_Side_Dish_3,Dinner_Drink,Dinner_Kimchi,Station,Avg_Temp,Max_Temp,Max_Temp_Time,Min_Temp,Min_Temp_Time,Temp_Range,Special_Day_Name,special_day
2020-02-06,목,2872,2549,90,233,426,0,"쌀밥/잡곡밥 (쌀:국내산) 어묵탕  동파삼겹수육  감자채볶음  오이무침/귤  포기김치 (배추,고추가루:국내산) ","카레덮밥 (쌀:국내산) 맑은국  쫄면야채무침  야채튀김  단무지무침  포기김치 (배추,고추가루:국내산) ",0.293207222699914,0.4077348066298343,2020,2,6,겨울,쌀밥/잡곡밥,어묵탕,동파삼겹수육,감자채볶음,오이무침/귤,,포기김치,,카레덮밥,맑은국,쫄면야채무침,야채튀김,,단무지무침,,포기김치,서울,0.17489711934156377,0.220675944333996,14:33,0.13905930470347647,6:34,12.2,,0
2020-02-07,금,2872,2485,140,247,2,0,쌀밥/오곡밥 (쌀:국내산) 두부김치국  굴비구이  미트볼조림  보름나물  부럼/포기김치 (김치:국내산) ,"쌀밥/잡곡밥 (쌀:국내산) 콩나물국  제육볶음  동그랑땡전  시래기조림  포기김치 (배추,고추가루:국내산) ",0.20894239036973344,0.36022099447513817,2020,2,7,겨울,쌀밥/오곡밥,두부김치국,굴비구이,미트볼조림,보름나물,,부럼/포기김치,,쌀밥/잡곡밥,콩나물국,제육볶음,동그랑땡전,,시래기조림,,포기김치,서울,0.2716049382716049,0.25646123260437376,15:33,0.2331288343558282,1:23,9.4,,0
2020-02-10,월,2872,2671,65,136,617,0,"쌀밥/잡곡밥 (쌀:국내산) 매운콩나물국  소고기숙주볶음 (소고기:호주산) 골뱅이무침*소면  유채나물  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀:국내산) 들깨버섯탕  고추잡채&꽃빵 (소고기:호주산) 시금치프리타타  청경채겉절이  포기김치 (배추,고추가루:국내산) ",0.8056749785038693,0.6994475138121548,2020,2,10,겨울,쌀밥/잡곡밥,매운콩나물국,소고기숙주볶음,골뱅이무침*소면,유채나물,,포기김치,,쌀밥/잡곡밥,들깨버섯탕,고추잡채&꽃빵,시금치프리타타,,청경채겉절이,,포기김치,서울,0.3888888888888889,0.40357852882703776,15:00,0.3660531697341513,6:46,10.3,,0
2020-02-11,화,2872,2622,52,198,748,0,"쌀밥/잡곡밥 (쌀:국내산) 냉이된장찌개  레몬탕수육 (돈육:국내산) 실곤약흑임자무침  양념깻잎지  포기김치 (배추:국내산,고추가루:중국산) ","짜장잡채덮밥 (돈육,쌀:국내산) 계란파국  참치야채전  꽃맛살샐러드  오이사과무침  포기김치 (배추,고추가루:국내산) ",0.6698194325021496,0.738121546961326,2020,2,11,겨울,쌀밥/잡곡밥,냉이된장찌개,레몬탕수육,실곤약흑임자무침,양념깻잎지,,포기김치,,짜장잡채덮밥,계란파국,참치야채전,꽃맛살샐러드,,오이사과무침,,포기김치,서울,0.44650205761316875,0.5029821073558648,15:26,0.37014314928425357,7:11,15.1,,0
2020-02-12,수,2872,2597,65,210,5,0,"곤드레밥*강된장 (쌀:국내산) 팽이장국  닭데리야끼조림 (닭고기:국내산) 비빔야채만두  바나나  포기김치 (배추:국내산,고추가루:중국산) ","쌀밥/잡곡밥 (쌀:국내산) 육개장 (소고기:호주산) 류산슬 (소고기:호주산) 연근튀김*칠리소스  시금치나물  포기김치 (배추:국내산,고추가루:중국산) ",0.75408426483233,0.4541436464088398,2020,2,12,겨울,곤드레밥*강된장,팽이장국,닭데리야끼조림,비빔야채만두,바나나,,포기김치,,쌀밥/잡곡밥,육개장,류산슬,연근튀김*칠리소스,,시금치나물,,포기김치,서울,0.45884773662551437,0.3757455268389662,19:28,0.5132924335378323,12:19,1.7,,0
2020-02-13,목,2872,2552,71,249,620,0,"쌀밥/잡곡밥 (쌀:국내산) 동태찌개 (동태:러시아산) 돈육간장볶음 (돼지고기:국내산) 사각어묵볶음  쫑상추무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀:국내산) 설렁탕 (소고기:호주산) 부추전  오징어젓무침  야채스틱/과일  석박지 (무우:국내산,고추가루:중국산) ",0.4625967325881341,0.6353591160220995,2020,2,13,겨울,쌀밥/잡곡밥,동태찌개,돈육간장볶음,사각어묵볶음,쫑상추무침,,포기김치,,쌀밥/잡곡밥,설렁탕,부추전,오징어젓무침,,야채스틱/과일,,석박지,서울,0.4403292181069959,0.3856858846918489,15:34,0.4805725971370143,6:56,3.8,,0
2020-02-14,금,2872,2439,160,273,0,0,김밥볶음밥 (쌀:국내산) 미니짬뽕  크림새우  하와이안샐러드  또띠아칩  배추겉절이 (배추:국내산.고추가루:중국산) ,"쌀밥/잡곡밥 (쌀:국내산) 김치찌개  수제돈가스&소스 (돼지고기:국내산) 맛살냉채  애호박새우젓볶음  열무김치 (열무:국내산,고추가루:중국산) ",0.41272570937231295,0.481767955801105,2020,2,14,겨울,김밥볶음밥,미니짬뽕,크림새우,하와이안샐러드,또띠아칩,,배추겉절이,,쌀밥/잡곡밥,김치찌개,수제돈가스&소스,맛살냉채,,애호박새우젓볶음,,열무김치,서울,0.4732510288065843,0.5049701789264414,16:31,0.44580777096114516,7:08,11.5,,0
2020-02-17,월,2872,2602,74,196,722,0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 쇠고기샤브국 (쇠고기:호주산) 유자청제육볶음 (돈육:국내산) 우엉잡채  미역오이초무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 대구탕 (대구:러시아) 안동찜닭 (닭:국내산) 해물김치전 (김치:국내산) 취나물  깍두기 (고추가루:중국산) ",0.9234737747205501,0.7171270718232045,2020,2,17,겨울,쌀밥/잡곡밥,쇠고기샤브국,유자청제육볶음,우엉잡채,미역오이초무침,,포기김치,,쌀밥/잡곡밥,대구탕,안동찜닭,해물김치전,,취나물,,깍두기,서울,0.18518518518518517,0.13518886679920478,1:30,0.23517382413087934,22:58,3.2,,0
2020-02-18,화,2872,2586,47,239,666,0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 차돌된장찌개 (차돌박이:미국산) 주꾸미볶음 (주꾸미:베트남) 고기전 (돈육:국내산) 봄동겉절이  포기김치 (배추,고추가루:국내산) ","통새우김밥 (쌀:국내산) 우동  계란떡볶이  키위드레싱샐러드  수제피클  포기김치 (배추,고추가루:국내산) ",0.5528804815133277,0.6961325966850829,2020,2,18,겨울,쌀밥/잡곡밥,차돌된장찌개,주꾸미볶음,고기전,봄동겉절이,,포기김치,,통새우김밥,우동,계란떡볶이,키위드레싱샐러드,,수제피클,,포기김치,서울,0.2222222222222222,0.23856858846918488,16:08,0.21063394683026582,7:45,9.6,,0
2020-02-19,수,2872,2586,62,224,1,0,"나물비빔밥 (쌀:국내산) 미소장국  사과고구마그라탕  메밀전병만두  도라지오이생채  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 순두부찌개 (순두부:중국산) 해물누룽지탕 (오징어:원양산) 닭가슴살냉채 (닭:국내산) 양배추쌈*쌈장  배추겉절이 (배추,고추가루:국내산) ",0.5451418744625967,0.4795580110497238,2020,2,19,겨울,나물비빔밥,미소장국,사과고구마그라탕,메밀전병만두,도라지오이생채,,포기김치,,쌀밥/잡곡밥,순두부찌개,해물누룽지탕,닭가슴살냉채,,양배추쌈*쌈장,,배추겉절이,서울,0.3271604938271605,0.3399602385685885,15:12,0.29038854805725967,6:24,10.8,,0
2020-02-20,목,2872,2540,78,254,549,0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 근대국  간장마늘치킨 (닭:국내산) 오징어초무침 (오징어:원양산) 호박채나물  열무김치 (배추,고추가루:국내산) ","파인애플볶음밥 (쌀:국내산) 맑은국  새우까스*와사비소스  메추리알조림  오복지무침  포기김치 (배추,고추가루:국내산) ",0.45571797076526227,0.5988950276243095,2020,2,20,겨울,쌀밥/잡곡밥,근대국,간장마늘치킨,오징어초무침,호박채나물,,열무김치,,파인애플볶음밥,맑은국,새우까스*와사비소스,메추리알조림,,오복지무침,,포기김치,서울,0.4012345679012346,0.4274353876739563,15:47,0.36809815950920244,6:59,11.4,,0
2020-02-21,금,2872,2414,181,277,0,0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 들깨미역국  짬뽕불고기 (돈육:국내산) 새송이버섯전  치커리만다린무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 닭개장 (닭:국내산) 고등어구이 (고등어:국내산) 두부스테이크 (두부:중국산) 부추겉절이  포기김치 (배추,고추가루:국내산) ",0.2846087704213241,0.419889502762431,2020,2,21,겨울,쌀밥/잡곡밥,들깨미역국,짬뽕불고기,새송이버섯전,치커리만다린무침,,포기김치,,쌀밥/잡곡밥,닭개장,고등어구이,두부스테이크,,부추겉절이,,포기김치,서울,0.4444444444444444,0.42942345924453285,14:38,0.42331288343558277,4:59,8.8,,0
2020-02-24,월,2872,2572,144,156,846,0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 된장찌개  돈육김치볶음 (돈육:국내산) 계란찜  실곤약초무침  깍두기 (고추가루:중국산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 소고기무국 (소고기:호주산) 가자미카레튀김  비엔나케찹볶음  셀프무쌈말이  포기김치 (배추,고추가루:국내산) ",0.8478073946689595,0.8475138121546962,2020,2,24,겨울,쌀밥/잡곡밥,된장찌개,돈육김치볶음,계란찜,실곤약초무침,,깍두기,,쌀밥/잡곡밥,소고기무국,가자미카레튀김,비엔나케찹볶음,,셀프무쌈말이,,포기김치,서울,0.4506172839506173,0.4552683896620278,14:08,0.39672801635991817,5:14,11.4,,0
2020-02-25,화,2872,2597,117,158,806,0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 부대찌개 (소고기:호주산) 훈제오리구이 (훈제오리:국내산) 늙은호박전  양파절임/부추생채  열무김치 (배추,고추가루:국내산) ","야채볶음밥 (쌀:국내산) 김치말이국수 (김치:국내산) 소고기퀘사디아 (소고기:호주산) 멕시칸샐러드  무피클  포기김치 (배추,고추가루:국내산) ",0.8099742046431642,0.8574585635359117,2020,2,25,겨울,쌀밥/잡곡밥,부대찌개,훈제오리구이,늙은호박전,양파절임/부추생채,,열무김치,,야채볶음밥,김치말이국수,소고기퀘사디아,멕시칸샐러드,,무피클,,포기김치,서울,0.4444444444444444,0.3996023856858847,16:42,0.476482617586912,24:00:00,4.7,,0
2020-02-26,수,2872,2573,109,190,4,0,"낙지비빔밥 (쌀:국내,낙지:중국산) 팽이장국  치킨텐더*콘소스D (닭:국내산) 과일샐러드  마늘쫑무침  포기김치 (배추,고추가루:국내산) ",    자기개발의날        ,0.6956147893379192,0.0,2020,2,26,겨울,낙지비빔밥,팽이장국,치킨텐더*콘소스D,과일샐러드,마늘쫑무침,,포기김치,,,,자기개발의날,,,,,,서울,0.4382716049382716,0.4194831013916501,15:13,0.43762781186094063,4:23,7.6,,0
2020-02-27,목,2872,2529,121,217,667,5,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 북어국 (북어:러시아산) 닭갈비 (닭:국내산) 두부계란부침 (콩:중국산) 콩나물무침  포기김치 (배추,고추가루:국내산) ","짜장면/작은밥 (쌀,돈육:국내산) 계란국  사천식탕수육 (돈육:국내산) 개성감자만두  단무지  포기김치 (배추,고추가루:국내산) ",0.6053310404127257,0.7436464088397791,2020,2,27,겨울,쌀밥/잡곡밥,북어국,닭갈비,두부계란부침,콩나물무침,,포기김치,,짜장면/작은밥,계란국,사천식탕수육,개성감자만두,,단무지,,포기김치,서울,0.43209876543209874,0.46123260437375746,15:28,0.40695296523517377,6:57,11.2,,0
2020-02-28,금,2872,2421,210,234,0,7,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 아욱국  소고기장조림 (소고기:호주산) 황태양념구이 (황태:러시아산) 세발나물생채  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 콩나물국  돼지갈비찜 (돈육:국내산) 옥수수전  청경채생채  포기김치 (배추,고추가루:국내산) ",0.3903697334479794,0.45745856353591163,2020,2,28,겨울,쌀밥/잡곡밥,아욱국,소고기장조림,황태양념구이,세발나물생채,,포기김치,,쌀밥/잡곡밥,콩나물국,돼지갈비찜,옥수수전,,청경채생채,,포기김치,서울,0.39917695473251025,0.33001988071570576,10:13,0.4539877300613496,13:35,2.3,,0
2020-03-02,월,2950,2695,108,133,786,14,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 두부김치국  소고기버섯볶음  모듬묵*장  치커리유자청무침  깍두기 (무우:국내산,고추가루:중국산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 쑥된장국  삼겹살구이  어묵볶음  봄동쌈  포기김치 (배추,고추가루:국내산) ",0.9165950128976783,0.8519337016574586,2020,3,2,봄,쌀밥/잡곡밥,두부김치국,소고기버섯볶음,모듬묵*장,치커리유자청무침,,깍두기,,쌀밥/잡곡밥,쑥된장국,삼겹살구이,어묵볶음,,봄동쌈,,포기김치,서울,0.3765432098765432,0.36381709741550694,15:46,0.38036809815950917,7:23,7.6,,0
2020-03-03,화,2950,2677,76,185,753,12,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 쇠고기무국  오징어볶음*소면  꽃맛살볶음  양념깻잎지  포기김치 (배추,고추가루:국내산) ","김치볶음밥 (쌀:국내산) 유부장국  로제스파게티  콥샐러드  오이무피클  포기김치 (배추,고추가루:국내산) ",0.6689595872742906,0.6607734806629835,2020,3,3,봄,쌀밥/잡곡밥,쇠고기무국,오징어볶음*소면,꽃맛살볶음,양념깻잎지,,포기김치,,김치볶음밥,유부장국,로제스파게티,콥샐러드,,오이무피클,,포기김치,서울,0.4053497942386831,0.42147117296222664,13:29,0.38650306748466257,4:41,10.2,삼겹살데이 (Samgyeopsal Day),1
2020-03-04,수,2950,2652,74,205,1,19,"콩나물밥*달래장 (쌀,현미,흑미:국내산) 고추장찌개  갈치구이  떡잡채  오이무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥  해물된장찌개  미니채소떡갈비  시금치프리타타  취나물된장볶음  포기김치 (배추,고추가루:국내산) ",0.6044711951848667,0.5104972375690608,2020,3,4,봄,콩나물밥*달래장,고추장찌개,갈치구이,떡잡채,오이무침,,포기김치,,쌀밥/잡곡밥,해물된장찌개,미니채소떡갈비,시금치프리타타,,취나물된장볶음,,포기김치,서울,0.35185185185185186,0.30417495029821073,10:46,0.3537832310838446,23:51,5.9,,0
2020-03-05,목,2950,2619,84,232,612,15,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 미역국  수원왕갈비통닭  김치전  치킨무/돌나물무침  포기김치 (배추,고추가루:국내산) ","유부초밥 (쌀,돈육:국내산) 칼국수  순대야채볶음  야채튀김  시금치샐러드  포기김치 (배추,고추가루:국내산) ",0.5958727429062769,0.6961325966850829,2020,3,5,봄,쌀밥/잡곡밥,미역국,수원왕갈비통닭,김치전,치킨무/돌나물무침,,포기김치,,유부초밥,칼국수,순대야채볶음,야채튀김,,시금치샐러드,,포기김치,서울,0.3353909465020576,0.3379721669980119,15:27,0.3231083844580777,6:54,9.1,,0
2020-03-06,금,2950,2521,166,251,0,12,"곤드레밥 (쌀,현미,흑미:국내산) 건새우아욱국  돈육간장볶음  쫄면야채무침  브로컬리  배추겉절이 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 나가사키짬뽕국  모듬버섯탕수육  두부조림  생파김치  포기김치 (배추,고추가루:국내산) ",0.2975064488392089,0.41878453038674035,2020,3,6,봄,곤드레밥,건새우아욱국,돈육간장볶음,쫄면야채무침,브로컬리,,배추겉절이,,쌀밥/잡곡밥,나가사키짬뽕국,모듬버섯탕수육,두부조림,,생파김치,,포기김치,서울,0.38271604938271603,0.4135188866799205,16:21,0.32924335378323105,7:18,12.6,,0
2020-03-09,월,2950,2714,91,129,784,16,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 콩나물국  소불고기 (쇠고기:호주산) 옥수수계란찜  오이도라지생채  포기김치 (무우:국내산,고추가루:중국산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 콩가루배추국  동파육  두부새싹구이  콩나물파채무침  포기김치 (배추,고추가루:국내산) ",0.8426483233018056,0.707182320441989,2020,3,9,봄,쌀밥/잡곡밥,콩나물국,소불고기,옥수수계란찜,오이도라지생채,,포기김치,,쌀밥/잡곡밥,콩가루배추국,동파육,두부새싹구이,,콩나물파채무침,,포기김치,서울,0.5349794238683128,0.562624254473161,14:23,0.47852760736196315,7:19,12.8,,0
2020-03-10,화,2950,2695,67,168,678,20,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 대파육개장*칼국수  가자미엿장조림  꼬들단무지무침  청경채겉절이  포기김치 (배추,고추가루:국내산) ",유산슬덮밥 (쌀:국내산) 계란파국  멘보샤*칠리S  짜샤이볶음  미나리나물무침  포기김치 (김치:국내산) ,0.6216680997420465,0.6353591160220995,2020,3,10,봄,쌀밥/잡곡밥,대파육개장*칼국수,가자미엿장조림,꼬들단무지무침,청경채겉절이,,포기김치,,유산슬덮밥,계란파국,멘보샤*칠리S,짜샤이볶음,,미나리나물무침,,포기김치,서울,0.4382716049382716,0.4274353876739563,0:01,0.44580777096114516,23:43,7.6,,0
2020-03-11,수,2950,2656,74,197,0,23,"카레라이스 (쌀:국내산,돈육:국내 미소시루  감자만두*양념  애기새송이버섯볶음  골뱅이야채무침  포기김치 (김치:국내산) ","쌀밥/잡곡밥  부대찌개  등갈비오븐구이  쫄면비빔만두  키위그린샐러드  포기김치 (배추,고추가루:국내산) ",0.5769561478933791,0.538121546961326,2020,3,11,봄,카레라이스,미소시루,감자만두*양념,애기새송이버섯볶음,골뱅이야채무침,,포기김치,,쌀밥/잡곡밥,부대찌개,등갈비오븐구이,쫄면비빔만두,,키위그린샐러드,,포기김치,서울,0.3847736625514403,0.3777335984095428,14:54,0.38036809815950917,6:58,8.3,,0
2020-03-12,목,2950,2612,78,243,555,17,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 순두부찌개  해물돼지갈비찜  가지완자튀김  꼬들빼기김치  열무김치 (배추,고추가루:국내산) ",버섯영양밥*우렁양념장 (쌀:국내산) 물만두국  메추리알치즈떡볶이  건파래볶음  얼갈이나물된장무침  포기김치 (김치:국내산) ,0.4368013757523646,0.6784530386740332,2020,3,12,봄,쌀밥/잡곡밥,순두부찌개,해물돼지갈비찜,가지완자튀김,꼬들빼기김치,,열무김치,,버섯영양밥*우렁양념장,물만두국,메추리알치즈떡볶이,건파래볶음,,얼갈이나물된장무침,,포기김치,서울,0.44650205761316875,0.4771371769383698,14:35,0.38445807770961143,6:38,13.1,,0
2020-03-13,금,2950,2506,165,259,0,20,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 설렁탕  동태포전  야채스틱,고추*쌈장  부추겉절이  석박지 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 청국장찌개  닭불고기  해물동그랑땡전  오이쑥갓겉절이  포기김치 (배추,고추가루:국내산) ",0.2553740326741187,0.3790055248618785,2020,3,13,봄,쌀밥/잡곡밥,설렁탕,동태포전,"야채스틱,고추*쌈장",부추겉절이,,석박지,,쌀밥/잡곡밥,청국장찌개,닭불고기,해물동그랑땡전,,오이쑥갓겉절이,,포기김치,서울,0.40740740740740744,0.3856858846918489,14:27,0.37832310838445804,24:00:00,8.8,,0
2020-03-16,월,2950,2722,69,138,789,21,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 어묵국  돈육굴소스볶음 (돈육:국내산) 오징어숙회무침 (오징어:칠레산) 아삭고추쌈장무침  열무김치 (고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 열무된장국  묵은지닭찜 (닭:국내산) 수수부꾸미  무생채  포기김치 (배추,고추가루:국내산) ",0.8495270851246775,0.6961325966850829,2020,3,16,봄,쌀밥/잡곡밥,어묵국,돈육굴소스볶음,오징어숙회무침,아삭고추쌈장무침,,열무김치,,쌀밥/잡곡밥,열무된장국,묵은지닭찜,수수부꾸미,,무생채,,포기김치,서울,0.38065843621399176,0.3936381709741551,15:10,0.3374233128834356,6:38,11.2,,0
2020-03-17,화,2950,2698,61,171,679,20,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 대구탕 (대구:원양산) 차돌박이숙주볶음 (차돌박이:미국,소고기:호주) 브로컬리,다시마*초장  시금치나물  포기김치 (배추,고추가루:국내산) ","쌀밥 (쌀:국내산) 해물손수제비 (오징어:칠레산) 미트볼피망볶음 (돈육:국내,수입산) 달래오이생채  낙지젓무침  포기김치 (배추,고추가루:국내산) ",0.531384350816853,0.5745856353591161,2020,3,17,봄,쌀밥/잡곡밥,대구탕,차돌박이숙주볶음,"브로컬리,다시마*초장",시금치나물,,포기김치,,쌀밥,해물손수제비,미트볼피망볶음,달래오이생채,,낙지젓무침,,포기김치,서울,0.44238683127572015,0.4572564612326044,15:37,0.443762781186094,0:46,9.2,,0
2020-03-18,수,2950,2668,47,210,0,25,"마파두부덮밥 (쌀,돈민찌:국내산) 조갯살무국  레몬유린기 (닭:국내산) 콩나물냉채  고춧잎볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 돈육김치찌개 (돈육:국내산) 코다리강정 (코다리:러시아) 간장계란장  참나물들깨무침  깍두기 (고추가루:중국산) ",0.46001719690455717,0.4232044198895028,2020,3,18,봄,마파두부덮밥,조갯살무국,레몬유린기,콩나물냉채,고춧잎볶음,,포기김치,,쌀밥/잡곡밥,돈육김치찌개,코다리강정,간장계란장,,참나물들깨무침,,깍두기,서울,0.5123456790123457,0.5506958250497018,15:50,0.43558282208588955,7:26,14.3,,0
2020-03-19,목,2950,2626,70,235,560,19,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 콩비지찌개 (돈육:국내산) 짜장닭볶음 (닭:국내산) 햄계란말이 (돈육:국내산,캐나다산) 고추장고구마순무침  포기김치 (배추,고추가루:국내산) ","쌀밥 (쌀:국내산) 옛날돈까스 (돈육:국내산) 팽이장국  콘치즈구이  수제피클/오렌지  포기김치 (배추,고추가루:국내산) ",0.4582975064488392,0.5977900552486188,2020,3,19,봄,쌀밥/잡곡밥,콩비지찌개,짜장닭볶음,햄계란말이,고추장고구마순무침,,포기김치,,쌀밥,옛날돈까스,팽이장국,콘치즈구이,,수제피클/오렌지,,포기김치,서울,0.49382716049382713,0.4532803180914513,6:41,0.4989775051124744,24:00:00,6.3,,0
2020-03-20,금,2950,2376,176,263,3,135,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 갈비탕 (갈비:호주산) 칠리새우  감자채볶음  풋마늘대무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 건새우아욱국  치즈함박스테이크 (돈육:국내,수입, 쇠고기:국산,호주) 고등어구이 (고등어:국내산) 부추팽이겉절이  포기김치 (배추,고추가루:국내산) ",0.2846087704213241,0.3955801104972376,2020,3,20,봄,쌀밥/잡곡밥,갈비탕,칠리새우,감자채볶음,풋마늘대무침,,포기김치,,쌀밥/잡곡밥,건새우아욱국,치즈함박스테이크,"쇠고기:국산,호주)",,(고등어:국내산),부추팽이겉절이,,서울,0.4876543209876543,0.49105367793240556,14:21,0.443762781186094,6:41,10.9,,0
2020-03-23,월,2950,2378,109,178,687,285,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 시래기국  오리양념불고기*쌈무 (오리:국내산) 봄동전*양념  미역초무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 닭개장 (닭:국내산) 삼치튀김*데리야끼  한식잡채 (돈육채:국내산) 파김치  포기김치 (배추,고추가루:국내산) ",0.6999140154772141,0.7193370165745857,2020,3,23,봄,쌀밥/잡곡밥,시래기국,오리양념불고기*쌈무,봄동전*양념,미역초무침,,포기김치,,쌀밥/잡곡밥,닭개장,삼치튀김*데리야끼,한식잡채,,파김치,,포기김치,서울,0.5246913580246914,0.5506958250497018,15:07,0.4907975460122699,5:16,11.6,,0
2020-03-24,화,2950,2379,131,137,639,303,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 소고기미역국 (소고기:호주산) 해물누룽지탕 (오징어:칠레산) 김치고기전 (돈육:국내산) 치커리사과무침  깍두기 (고추가루:국내산) ","오므라이스 (쌀:국내산) 가쯔오장국  돈육고구마강정 (돈육:국내산) 과일플레인샐러드  단무지무침  포기김치 (배추,고추가루:국내산) ",0.6766981943250214,0.8331491712707183,2020,3,24,봄,쌀밥/잡곡밥,소고기미역국,해물누룽지탕,김치고기전,치커리사과무침,,깍두기,,오므라이스,가쯔오장국,돈육고구마강정,과일플레인샐러드,,단무지무침,,포기김치,서울,0.5411522633744856,0.5685884691848906,14:44,0.48875255623721875,5:58,12.6,,0
2020-03-25,수,2950,2379,122,146,1,303,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 유부주머니국  목살스테이크 (목살:국내산) 파스타샐러드 (소고기채:호주산) 오이무침  포기김치 (배추,고추가루:국내산) ",찹쌀밥  장각닭죽  생야채*쌈짱  오렌지  하루야채주스  포기김치  ,0.6242476354256234,0.5812154696132598,2020,3,25,봄,쌀밥/잡곡밥,유부주머니국,목살스테이크,파스타샐러드,오이무침,,포기김치,,찹쌀밥,장각닭죽,생야채*쌈짱,오렌지,,하루야채주스,,포기김치,서울,0.5637860082304527,0.5944333996023856,14:01,0.5051124744376277,6:44,13.1,,0
2020-03-26,목,2950,2396,133,133,584,288,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 배추된장국  제육볶음 (돈육:국내산) 계란찜  모듬쌈*쌈장  포기김치 (배추,고추가루:국내산) ","멸치주먹밥 (쌀,현미흑미:국내산) 우동  해물까스*와사비소스  꽃맛살샐러드  무피클/요구르트  포기김치 (배추,고추가루:국내산) ",0.5666380051590714,0.7127071823204421,2020,3,26,봄,쌀밥/잡곡밥,배추된장국,제육볶음,계란찜,모듬쌈*쌈장,,포기김치,,멸치주먹밥,우동,해물까스*와사비소스,꽃맛살샐러드,,무피클/요구르트,,포기김치,서울,0.6111111111111112,0.6222664015904573,13:30,0.5460122699386503,6:22,12.5,,0
2020-03-27,금,2950,2280,254,156,0,260,"봄나물비빔밥 (쌀:국내산) 맑은국  치킨너겟 (닭:국내,수입산) 시저샐러드  마늘쫑무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 시금치국  언양식불고기 (돈육:수입산) 꽁치감자조림  봄동겉절이  포기김치 (배추,고추가루:국내산) ",0.466895958727429,0.41657458563535915,2020,3,27,봄,봄나물비빔밥,맑은국,치킨너겟,시저샐러드,마늘쫑무침,,포기김치,,쌀밥/잡곡밥,시금치국,언양식불고기,꽁치감자조림,,봄동겉절이,,포기김치,서울,0.5514403292181069,0.5268389662027833,15:12,0.5173824130879345,23:57,9.1,,0
